chi,elevation
0,208
0.00983793872979448,207.476659402195
0.0232464263853463,206.769552621022
0.0366549140408981,206.062445839848
0.0500634016964499,206.218433538811
0.0634720453153819,206.219064867808
0.0768806889343138,206.028570700487
0.0902893325532457,206.236308810677
0.103698153410387,206.194046920876
0.117106974267529,206.090097424015
0.13051579512467,206.443650814593
0.143924729418227,206.79720420517
0.157333663711785,206.871970257592
0.170742675994672,206.750018584982
0.184151688277559,206.878066912362
0.197560700560446,207.166720295227
0.210969911368222,207.245778749021
0.224379122175998,207.074837202823
0.237788332983774,207.272077939212
0.251197763598011,207.62563132979
0.264607194212248,207.979184720367
0.278016624826485,208
0.291426736205351,208
0.304836847584217,208.039844892099
0.318246958963084,208.393398282677
0.331657311472796,208.746951673254
0.345067663982508,209.090403796028
0.35847801649222,209.247889374617
0.371888468295165,209.155374953215
0.38529892009811,209.135191002485
0.398709556309057,209.249783362275
0.412120192520005,209.114375722074
0.425530828730953,208.778174593113
0.438941599706763,208.424621202517
0.452352370682572,208.071067811921
0.465763141658382,208.000000000354
0.479174139616454,208.000000000335
0.492585137574527,208.000000000317
0.505996135532599,207.7746032557
0.519407360485315,207.788690552288
0.53281858543803,208.050252531916
0.546229810390745,208.403805922493
0.559641233973928,208.757359313071
0.573052657557111,209.09861107584
0.586464081140294,209.248737341627
0.599875696268978,209.148863607423
0.613287311397662,209.313708499071
0.626700075984495,209.774494936655
0.640112840571329,209.985281374248
0.653525605158163,210.17830085887
0.666938497482164,210.242640687078
0.680351389806166,210.056980515294
0.693764282130168,210.207106781173
0.707177252517702,210.228553390582
0.720590222905237,210
0.720590222905237,210
0.734003434589309,210
0.747416646273382,210
0.760830014097962,210
0.760830014097962,210
0.76273653149955,210.080404050909
0.77614994900643,210.646089475844
0.789563366513309,211.211774900779
0.80297681241034,211.777460325714
0.81639025830737,212.343145750649
0.829803760985285,212.908831175584
0.843217263663199,213.474516600519
0.843217263663199,214.040202025455
0.843217263663199,214.588528137519
0.883457878162278,214.832106781223
0.896871416328638,215.020101012662
0.910285039668501,215.515075759497
0.923698663008364,216.001421356236
0.937112293446098,216.035710678109
0.950525923883832,216
0.950525923883832,216
0.955153751303623,216.229012165316
0.968567381741357,216.724916900581
0.981986850725598,216.971186599346
0.995406319709839,217
0.995406319709839,217
1.02224538562036,217
1.03566491857562,217.126749495304
1.0490845368271,217.17556500144
1.06250415507859,217
1.07592377333007,217.12979826993
1.08934359061286,217.136557332479
1.10276340789566,217
1.11618322517845,217.245107041672
1.11618322517845,217.58897936563
1.11618322517845,217.725952683892
1.15647049482071,217.549150472472
1.15647049482071,217.108820305893
1.15647049482071,216.704171968438
1.19675846978555,216.754741207595
1.19675846978555,216.616226921387
1.19675846978555,216.22807759868
1.23704715011277,215.844491158528
1.23704715011277,215.573120539915
1.23704715011277,215.56859678857
1.27733719852894,215.595604651689
1.27733719852894,215.316169718718
1.30419801468707,214.967463449104
1.31762842276614,214.925199975579
1.31762842276614,214.989981982243
1.34448959525806,214.878784827869
